"removed","freqchal","pvi2","obama","cperhs","sexexp","book","author","state","antifamily","cmedin","cperba","days2000","occult","language","homosexuality","violence","booktitle","tag","date_challenged","year_challenged","month_challenged","challenge_n"
0,0,-6.2,0,2.53804213135068,1,1803,"Ambrose, Stephen","IN",0,1086.5,-4.62372986369269,2759,0,1,0,0,"This Vast Land","not_rmvd",2007-07-22,2007,7,1
0,0,-6.2,0,2.53804213135068,0,1195,"Sebold, Alice","IN",0,1086.5,-4.62372986369269,1686,0,0,0,0,"Lovely Bones, The","not_rmvd",2004-08-13,2004,8,1
0,0,-6.2,0,2.53804213135068,0,762,"Fox, Mem","IN",0,1086.5,-4.62372986369269,1050,0,0,0,0,"Guess What?","not_rmvd",2002-11-16,2002,11,1
0,0,-6.2,0,2.53804213135068,0,1837,"DeBrunhoff, Jean","IN",0,1086.5,-4.62372986369269,982,0,0,0,1,"Travels of Babar","not_rmvd",2002-09-09,2002,9,1
0,0,-6.2,0,2.53804213135068,0,1954,"St. Joseph County Public Library","IN",0,1086.5,-4.62372986369269,840,0,0,0,0,"What to Do When Stopped by Police","not_rmvd",2002-04-20,2002,4,1
0,0,-6.2,0,2.53804213135068,1,1447,"Zindel, Paul","IN",0,1086.5,-4.62372986369269,480,0,0,0,0,"Pigman, The","not_rmvd",2001-04-25,2001,4,1
1,1,-6.2,1,2.53804213135068,0,515,"Crutcher, Chris","IN",0,1086.5,-4.62372986369269,3223,0,0,0,0,"Deadline","rmvd",2008-10-28,2008,10,1
1,0,-6.2,0,2.53804213135068,0,663,"Myers, Walter Dean","IN",0,1086.5,-4.62372986369269,1472,0,1,0,0,"Fallen Angels","rmvd",2004-01-12,2004,1,1
1,0,-6.2,0,2.53804213135068,1,708,"Thom, James Alexander","IN",0,1086.5,-4.62372986369269,840,0,0,0,0,"Follow the River","rmvd",2002-04-20,2002,4,1
0,1,-6.2,1,2.53804213135068,0,397,"Crutcher, Chris","IN",0,1086.5,-4.62372986369269,3595,0,1,0,0,"Chinese Handcuffs","not_rmvd",2009-11-04,2009,11,1
0,0,-6.2,0,2.53804213135068,0,143,"Parnell, Peter and Justin Richardsonter Parnell","IN",0,1086.5,-4.62372986369269,2868,0,0,1,0,"And Tango Makes Three","not_rmvd",2007-11-08,2007,11,1
0,0,-6.2,0,2.53804213135068,0,1011,"Hayes, Geoffrey","IN",0,1086.5,-4.62372986369269,982,0,0,0,0,"Mystery of the Pirate Ghost, The","not_rmvd",2002-09-09,2002,9,1
0,0,-6.2,0,2.53804213135068,0,1515,"Gray, Heather M.","IN",0,1086.5,-4.62372986369269,279,0,0,0,0,"Real Girl/Real World","not_rmvd",2000-10-06,2000,10,1
0,1,-11.5,0,6.43804213135068,0,462,"Schwartz, Alvin","KS",0,144.5,1.77627013630731,538,1,1,0,1,"Cross Your Fingers, Spit in Your Hat","not_rmvd",2001-06-22,2001,6,1
1,1,-11.5,0,6.43804213135068,0,1930,"Cormier, Robert","KS",0,144.5,1.77627013630731,1472,0,1,0,1,"We All Fall Down","rmvd",2004-01-12,2004,1,1
1,0,-11.5,1,6.43804213135068,1,1260,"Dickey, Eric Jerome","KS",0,144.5,1.77627013630731,3398,0,0,0,0,"Milk in My Coffee","rmvd",2009-04-21,2009,4,1
1,1,-11.5,0,6.43804213135068,0,171,"Crutcher, Chris","KS",0,144.5,1.77627013630731,1699,0,1,0,0,"Athletic Shorts","rmvd",2004-08-26,2004,8,1
1,1,-11.5,0,6.43804213135068,1,1930,"Cormier, Robert","KS",0,144.5,1.77627013630731,1380,0,1,0,0,"We All Fall Down","rmvd",2003-10-12,2003,10,1
1,0,-11.5,1,6.43804213135068,1,1054,"Silverstein, Dr. Charles and Felice Picano","KS",0,144.5,1.77627013630731,3289,0,0,0,0,"Joy of Gay Sex, The","rmvd",2009-01-02,2009,1,1
1,0,-11.5,1,6.43804213135068,1,1055,"Comfort, Alex","KS",0,144.5,1.77627013630731,3289,0,0,0,0,"Joy of Sex, The","rmvd",2009-01-02,2009,1,1
1,0,-11.5,1,6.43804213135068,1,1117,"Harding, Kat","KS",0,144.5,1.77627013630731,3289,0,0,0,0,"Lesbian Kama Sutra, The","rmvd",2009-01-02,2009,1,1
1,0,-11.5,1,6.43804213135068,1,1598,"Dubberly, Emily","KS",0,144.5,1.77627013630731,3289,0,0,0,0,"Sex for Busy People","rmvd",2009-01-02,2009,1,1
1,0,-11.5,0,6.43804213135068,0,741,"Von Ziegesar, Cecily","KS",0,144.5,1.77627013630731,3129,0,1,0,0,"Gossip Girl (series)","rmvd",2008-07-26,2008,7,1
1,0,-11.5,0,6.43804213135068,0,663,"Myers, Walter Dean","KS",0,144.5,1.77627013630731,2104,0,0,0,0,"Fallen Angels","rmvd",2005-10-05,2005,10,1
0,1,-11.5,1,6.43804213135068,0,730,"Pullman, Philip","KS",0,144.5,1.77627013630731,3273,0,0,0,0,"Golden Compass, The","not_rmvd",2008-12-17,2008,12,1
0,0,-11.5,0,6.43804213135068,0,251,"Dobyns, Stephen","KS",0,144.5,1.77627013630731,480,0,0,0,1,"Bleeder","not_rmvd",2001-04-25,2001,4,1
0,0,-10.4,1,-5.46195786864932,1,1120,"Knowles, Jo","KY",1,-5880.5,-6.92372986369269,3495,0,1,1,0,"Lessons From a Dead Girl","not_rmvd",2009-07-27,2009,7,1
0,0,-10.4,0,-5.46195786864932,1,134,"Frank, E.R.","KY",0,-5880.5,-6.92372986369269,2427,0,1,0,1,"America:  A Novel","not_rmvd",2006-08-24,2006,8,1
0,0,-10.4,1,-5.46195786864932,1,1952,"Sones, Sonya","KY",0,-5880.5,-6.92372986369269,3628,0,0,0,0,"What My Mother Doesn't Know","not_rmvd",2009-12-07,2009,12,1
0,0,-10.4,1,-5.46195786864932,1,9,"Stone, Tanya Lee","KY",0,-5880.5,-6.92372986369269,3286,0,1,0,0,"A Bad Boy Can Be Good for a Girl","not_rmvd",2008-12-30,2008,12,1
0,0,-10.4,1,-5.46195786864932,0,1457,"Giles, Gail","KY",0,-5880.5,-6.92372986369269,3198,0,1,0,0,"Playing in Traffic","not_rmvd",2008-10-03,2008,10,1
0,1,-10.4,0,-5.46195786864932,1,101,"Naylor, Phyllis Reynolds","KY",0,-5880.5,-6.92372986369269,1924,0,0,0,0,"Alice on the Outside","not_rmvd",2005-04-08,2005,4,1
0,0,-10.4,0,-5.46195786864932,0,551,"Timberlake, Amy","KY",1,-5880.5,-6.92372986369269,1917,0,0,0,0,"Dirty Cowboy, The","not_rmvd",2005-04-01,2005,4,1
1,1,-10.4,1,-5.46195786864932,0,515,"Crutcher, Chris","KY",0,-5880.5,-6.92372986369269,3595,0,0,0,0,"Deadline","rmvd",2009-11-04,2009,11,1
1,0,-10.4,0,-5.46195786864932,0,739,"Stine, R.L.","KY",0,-5880.5,-6.92372986369269,53,0,0,0,1,"Goosebumps (series)","rmvd",2000-02-23,2000,2,1
0,1,-10.4,1,-5.46195786864932,0,143,"Parnell, Peter and Justin Richardson","KY",0,-5880.5,-6.92372986369269,3240,0,0,1,0,"And Tango Makes Three","not_rmvd",2008-11-14,2008,11,1
0,0,-10.4,1,-5.46195786864932,0,1911,"Kotzwinkle, William","KY",0,-5880.5,-6.92372986369269,3240,0,1,0,0,"Walter the Farting Dog","not_rmvd",2008-11-14,2008,11,1
0,0,-10.4,0,-5.46195786864932,0,663,"Myers, Walter Dean","KY",0,-5880.5,-6.92372986369269,480,0,1,0,0,"Fallen Angels","not_rmvd",2001-04-25,2001,4,1
0,1,-10.4,0,-5.46195786864932,0,958,"Angelou, Maya","KY",0,-5880.5,-6.92372986369269,480,0,1,0,0,"I Know Why the Caged Bird Sings","not_rmvd",2001-04-25,2001,4,1
1,0,-9.7,1,-4.76195786864932,0,572,"Drake, Ernest","LA",0,-5120.5,-5.32372986369269,3189,1,0,0,0,"Dr. Ernest Drake's Dragonology:  The Complete Book of Dragons","rmvd",2008-09-24,2008,9,1
1,1,-9.7,0,-4.76195786864932,1,1809,"Blume, Judy","LA",0,-5120.5,-5.32372986369269,0,0,1,0,0,"Tiger Eyes","rmvd",2000-01-01,2000,1,1
0,0,-9.7,1,-4.76195786864932,1,369,"Kaplow, Robert","LA",0,-5120.5,-5.32372986369269,3600,0,1,0,0,"Cat Who Killed Lilian Jackson Braun, The","not_rmvd",2009-11-09,2009,11,1
0,0,-9.7,1,-4.76195786864932,1,1583,"Yoe, Craig","LA",0,-5120.5,-5.32372986369269,3600,0,0,0,0,"Secret Identity","not_rmvd",2009-11-09,2009,11,1
0,0,-9.7,1,-4.76195786864932,1,1276,"Cole, Babette","LA",0,-5120.5,-5.32372986369269,3239,0,0,0,0,"Mommy Laid an Egg","not_rmvd",2008-11-13,2008,11,1
0,0,-9.7,1,-4.76195786864932,1,1512,"Cabot, Meg","LA",1,-5120.5,-5.32372986369269,3239,0,0,0,0,"Ready or Not","not_rmvd",2008-11-13,2008,11,1
1,1,-9.7,1,-4.76195786864932,0,730,"Pullman, Philip","LA",0,-5120.5,-5.32372986369269,3189,0,0,0,0,"Golden Compass, The","rmvd",2008-09-24,2008,9,1
0,0,-9.7,1,-4.76195786864932,1,1262,"Kuper, Peter","LA",0,-5120.5,-5.32372986369269,3239,0,0,0,0,"Mind's Eye","not_rmvd",2008-11-13,2008,11,1
1,0,-9.7,1,-4.76195786864932,0,241,"Bowden, Mark","LA",0,-5120.5,-5.32372986369269,3487,0,1,0,0,"Black Hawk Down","rmvd",2009-07-19,2009,7,1
1,0,-9.7,0,-4.76195786864932,0,1083,"de Haan, Linda","LA",0,-5120.5,-5.32372986369269,1980,0,0,1,0,"King & King","rmvd",2005-06-03,2005,6,1
0,0,-9.7,1,-4.76195786864932,0,345,"Brown, Marc","LA",0,-5120.5,-5.32372986369269,3600,0,0,1,0,"Buster's Sugartime","not_rmvd",2009-11-09,2009,11,1
0,1,-9.7,0,-4.76195786864932,0,1069,"Steinbeck, John","LA",0,-5120.5,-5.32372986369269,480,0,1,0,0,"Of Mice and Men","not_rmvd",2001-04-25,2001,4,1
1,0,11.7,1,5.23804213135068,0,1855,"Moore, Patrick","MA",0,14048.5,9.17627013630731,3836,0,1,0,0,"Tweaked","rmvd",2010-07-03,2010,7,1
0,0,11.7,0,5.23804213135068,1,219,"Doctorow, E.L.","MA",0,14048.5,9.17627013630731,840,0,1,0,0,"Best American Short Stories 2000","not_rmvd",2002-04-20,2002,4,1
0,0,11.7,0,5.23804213135068,0,557,"Paulsen, Gary","MA",0,14048.5,9.17627013630731,480,0,0,0,1,"Dogsong","not_rmvd",2001-04-25,2001,4,1
0,0,11.7,0,5.23804213135068,1,657,"Cole, Brock","MA",0,14048.5,9.17627013630731,19,0,1,0,0,"Facts Speak for Themselves, The","not_rmvd",2000-01-20,2000,1,1
1,0,11.7,0,5.23804213135068,0,1042,"Haight, Roger","MA",0,14048.5,9.17627013630731,540,0,0,0,0,"Jesus, Symbol of God","rmvd",2001-06-24,2001,6,1
1,0,11.7,0,5.23804213135068,1,386,"DeMille, Nelson","MA",0,14048.5,9.17627013630731,0,0,0,0,0,"Charm School, The","rmvd",2000-01-01,2000,1,1
0,0,11.7,0,5.23804213135068,0,1083,"de Haan, Linda","MA",0,14048.5,9.17627013630731,1200,0,0,1,0,"King & King","not_rmvd",2003-04-15,2003,4,1
0,0,11.7,0,5.23804213135068,1,2056,"Frei, Irene Gonzalez","MA",0,14048.5,9.17627013630731,0,0,0,0,0,"Your Name Written on Water:  An Erotic Novel","not_rmvd",2000-01-01,2000,1,1
0,0,8.5,0,4.23804213135068,0,1038,"Morrison, Grant","MD",0,19404.5,7.37627013630731,1791,0,1,0,1,"New X-Men Imperial","not_rmvd",2004-11-26,2004,11,1
0,0,8.5,1,4.23804213135068,1,718,"Walls, Jeannette","MD",1,19404.5,7.37627013630731,3871,0,1,0,0,"Glass Castle, The","not_rmvd",2010-08-07,2010,8,1
0,0,8.5,1,4.23804213135068,1,1853,"Iles, Greg","MD",0,19404.5,7.37627013630731,3199,0,1,0,1,"Turning Angel","not_rmvd",2008-10-04,2008,10,1
0,1,8.5,1,4.23804213135068,0,143,"Parnell, Peter and Justin Richardson","MD",0,19404.5,7.37627013630731,3199,0,0,1,0,"And Tango Makes Three","not_rmvd",2008-10-04,2008,10,1
0,0,8.5,1,4.23804213135068,0,1872,"Brannen, Sarah S.","MD",0,19404.5,7.37627013630731,3199,0,0,1,0,"Uncle Bobby's Wedding","not_rmvd",2008-10-04,2008,10,1
0,1,5.5,0,5.83804213135069,1,1025,"Harris, Robie","ME",0,1335.5,-1.12372986369269,2530,0,0,0,0,"It's Perfectly Normal","not_rmvd",2006-12-05,2006,12,1
0,1,5.5,1,5.83804213135069,0,1025,"Harris, Robie","ME",0,1335.5,-1.12372986369269,3218,0,0,0,0,"It's Perfectly Normal","not_rmvd",2008-10-23,2008,10,1
0,1,5.5,0,5.83804213135069,0,868,"Rowling, J.K.","ME",0,1335.5,-1.12372986369269,720,1,0,0,0,"Harry Potter (series)","not_rmvd",2001-12-21,2001,12,1
0,0,3.8,1,3.83804213135069,1,276,"Smith, Jeff","MI",0,2966,-2.22372986369269,3684,0,1,0,0,"Bone:  Out of Boneville","not_rmvd",2010-02-01,2010,2,1
0,0,3.8,0,3.83804213135069,0,425,"Herder, Dale","MI",0,2966,-2.22372986369269,2511,0,0,0,0,"Commonsense Rediscovered","not_rmvd",2006-11-16,2006,11,1
0,0,3.8,0,3.83804213135069,1,198,"Beatty, Scott","MI",0,2966,-2.22372986369269,863,0,0,0,0,"Batman: The Ultimate Guide to the Dark Knight","not_rmvd",2002-05-13,2002,5,1
0,0,3.8,1,3.83804213135069,1,23,"Rochelle, Warren","MI",0,2966,-2.22372986369269,3330,1,1,0,0,"A Harvest of Changelings","not_rmvd",2009-02-12,2009,2,1
0,1,3.8,1,3.83804213135069,0,143,"Parnell, Peter and Justin Richardson","MI",1,2966,-2.22372986369269,3214,0,0,1,0,"And Tango Makes Three","not_rmvd",2008-10-19,2008,10,1
0,0,3.8,0,3.83804213135069,0,1000,"Merriam, Eve","MI",0,2966,-2.22372986369269,2236,0,1,0,1,"Inner City Mother Goose, The","not_rmvd",2006-02-14,2006,2,1
1,0,3.8,1,3.83804213135069,0,659,"Brennan, Herbie","MI",0,2966,-2.22372986369269,3176,0,0,1,0,"Faerie Wars","rmvd",2008-09-11,2008,9,1
1,0,3.8,0,3.83804213135069,0,1996,"Sabrina, Lady","MI",0,2966,-2.22372986369269,992,1,0,0,0,"Wiccan Magick for Beginners","rmvd",2002-09-19,2002,9,1
0,0,3.8,NA,3.83804213135069,1,1653,"Block, Lawrence","MI",0,2966,-2.22372986369269,NA,0,0,0,1,"Small Town","not_rmvd",NA,NA,NA,1
0,0,3.8,NA,3.83804213135069,1,2028,"Hoeg, Peter","MI",0,2966,-2.22372986369269,NA,0,0,0,0,"Woman and the Ape, The","not_rmvd",NA,NA,NA,1
0,0,3.8,1,3.83804213135069,0,1023,"Kishimoto, Masashi","MI",0,2966,-2.22372986369269,3873,0,0,0,0,"Naruto Volume 1","not_rmvd",2010-08-09,2010,8,1
0,0,3.8,1,3.83804213135069,0,2001,"Fielding, Joy","MI",0,2966,-2.22372986369269,3764,0,1,0,1,"Wild Zone","not_rmvd",2010-04-22,2010,4,1
0,1,3.8,1,3.83804213135069,1,1671,"Morrison, Toni","MI",0,2966,-2.22372986369269,3511,0,1,0,0,"Song of Solomon","not_rmvd",2009-08-12,2009,8,1
0,1,3.8,1,3.83804213135069,0,1856,"Myracle, Lauren","MI",0,2966,-2.22372986369269,3496,0,0,0,0,"Twelve","not_rmvd",2009-07-28,2009,7,1
0,0,3.8,1,3.83804213135069,1,1458,"Dickey, Eric Jerome","MI",0,2966,-2.22372986369269,3370,0,0,0,0,"Pleasure","not_rmvd",2009-03-24,2009,3,1
0,0,3.8,1,3.83804213135069,0,1959,"Madaras, Lynda","MI",0,2966,-2.22372986369269,3363,0,0,0,0,"What's Happening to My Body?: Book for Girls","not_rmvd",2009-03-17,2009,3,1
0,0,3.8,1,3.83804213135069,0,405,"Perrault, Charles","MI",0,2966,-2.22372986369269,3190,0,0,0,1,"Cinderella, Puss in Boots, and Other Favorite Tales","not_rmvd",2008-09-25,2008,9,1
0,0,3.8,0,3.83804213135069,1,1236,"Soryo, Fuyumi","MI",0,2966,-2.22372986369269,2950,0,0,0,0,"Mars, Vol. 10","not_rmvd",2008-01-29,2008,1,1
0,0,3.8,0,3.83804213135069,1,203,"Kingsolver, Barbara","MI",0,2966,-2.22372986369269,2448,0,1,0,0,"Bean Trees, The","not_rmvd",2006-09-14,2006,9,1
0,0,3.8,0,3.83804213135069,0,356,"Pilkey, Dav","MI",1,2966,-2.22372986369269,1986,0,0,0,1,"Captain Underpants (series)","not_rmvd",2005-06-09,2005,6,1
0,0,3.8,0,3.83804213135069,1,1170,"Egan, Jennifer","MI",0,2966,-2.22372986369269,709,0,0,0,0,"Look At Me","not_rmvd",2001-12-10,2001,12,1
1,0,3.8,1,3.83804213135069,0,474,"Haddon, Mark","MI",0,2966,-2.22372986369269,3895,0,1,0,0,"Curious Incident of the Dog in the Night-Time, The","rmvd",2010-08-31,2010,8,1
1,0,3.8,1,3.83804213135069,1,286,"Seierstad, Asne","MI",0,2966,-2.22372986369269,3274,0,0,0,0,"Bookseller of Kabul, The","rmvd",2008-12-18,2008,12,1
1,1,3.8,0,3.83804213135069,0,868,"Rowling, J.K.","MI",0,2966,-2.22372986369269,60,1,0,0,0,"Harry Potter and the Chamber of Secrets","rmvd",2000-03-01,2000,3,1
1,1,3.8,0,3.83804213135069,0,868,"Rowling, J.K.","MI",0,2966,-2.22372986369269,60,1,0,0,0,"Harry Potter and the Prisoner of Azkaban","rmvd",2000-03-01,2000,3,1
1,1,3.8,0,3.83804213135069,0,868,"Rowling, J.K.","MI",0,2966,-2.22372986369269,60,1,0,0,0,"Harry Potter and the Sorcerer's Stone","rmvd",2000-03-01,2000,3,1
0,0,3.8,1,3.83804213135069,0,1021,"Kishimoto, Masashi","MI",0,2966,-2.22372986369269,3859,0,0,0,0,"Naruto 1:  The Tests of the Ninja","not_rmvd",2010-07-26,2010,7,1
0,0,3.8,1,3.83804213135069,0,1087,"Pyle, Howard","MI",0,2966,-2.22372986369269,3739,0,0,0,0,"King Stork","not_rmvd",2010-03-28,2010,3,1
0,0,3.8,1,3.83804213135069,0,1277,"Akira, Shouko","MI",0,2966,-2.22372986369269,3413,0,0,0,0,"Monkey High Vol. 3","not_rmvd",2009-05-06,2009,5,1
0,0,3.8,0,3.83804213135069,0,480,"Brown, Dan","MI",0,2966,-2.22372986369269,1730,0,0,0,0,"Da Vinci Code, The","not_rmvd",2004-09-26,2004,9,1
0,0,3.8,0,3.83804213135069,0,1642,"LaVelle, Victor","MI",0,2966,-2.22372986369269,1443,0,1,0,0,"Slapboxing with Jesus","not_rmvd",2003-12-14,2003,12,1
0,0,3.8,0,3.83804213135069,0,1451,"Howe, James","MI",0,2966,-2.22372986369269,1200,0,0,1,0,"Pinky and Rex and the Bully","not_rmvd",2003-04-15,2003,4,1
0,0,3.8,0,3.83804213135069,0,359,"Day, Alexandra","MI",0,2966,-2.22372986369269,653,0,0,0,0,"Carl Makes a Scrapbook","not_rmvd",2001-10-15,2001,10,1
0,1,3.8,0,3.83804213135069,0,868,"Rowling, J.K.","MI",0,2966,-2.22372986369269,480,1,0,0,0,"Harry Potter (series)","not_rmvd",2001-04-25,2001,4,1
0,1,3.8,0,3.83804213135069,0,868,"Rowling, J.K.","MI",0,2966,-2.22372986369269,480,1,0,0,0,"Harry Potter (series)","not_rmvd",2001-04-25,2001,4,1
0,0,3.8,0,3.83804213135069,0,2013,"Speare, Elizabeth George","MI",0,2966,-2.22372986369269,480,0,0,0,0,"Witch of Blackbird Pond, The","not_rmvd",2001-04-25,2001,4,1
0,1,2.3,0,8.33804213135069,0,868,"Rowling, J.K.","MN",1,15378,3.37627013630731,50,0,1,0,1,"Harry Potter and the Prisoner of Azkaban","not_rmvd",2000-02-20,2000,2,1
1,0,2.3,0,8.33804213135069,0,900,"Packer, Alex J.","MN",0,15378,3.37627013630731,1597,1,0,0,0,"Highs! Over 150 Ways to Feel Really Good Without Alcohol or Drugs","rmvd",2004-05-16,2004,5,1
0,0,2.3,1,8.33804213135069,1,273,"Smith, Jeff","MN",0,15378,3.37627013630731,3835,0,0,0,0,"Bone (series)","not_rmvd",2010-07-02,2010,7,1
0,0,2.3,0,8.33804213135069,0,1537,"Marcinko, Richard","MN",0,15378,3.37627013630731,1093,0,1,0,1,"Rogue Warrior: Violent Action","not_rmvd",2002-12-29,2002,12,1
0,0,2.3,0,8.33804213135069,0,1004,"Sleator, William","MN",0,15378,3.37627013630731,375,0,1,0,0,"Interstellar Pig","not_rmvd",2001-01-10,2001,1,1
0,1,2.3,1,8.33804213135069,1,1097,"Myracle, Lauren","MN",0,15378,3.37627013630731,3273,0,0,0,0,"L8r, G8r","not_rmvd",2008-12-17,2008,12,1
0,0,2.3,0,8.33804213135069,1,1455,"Haruf, Kent","MN",0,15378,3.37627013630731,2400,0,1,0,0,"Plainsong","not_rmvd",2006-07-28,2006,7,1
0,0,2.3,0,8.33804213135069,1,741,"Von Ziegesar, Cecily","MN",0,15378,3.37627013630731,2399,0,0,0,0,"Gossip Girl (series)","not_rmvd",2006-07-27,2006,7,1
0,0,2.3,0,8.33804213135069,0,1068,"Harris, Jesse","MN",0,15378,3.37627013630731,227,0,0,0,1,"Obsession, The","not_rmvd",2000-08-15,2000,8,1
0,0,2.3,0,8.33804213135069,0,411,"Ginsburg, Mirra","MN",0,15378,3.37627013630731,196,0,0,0,1,"Clay Boy","not_rmvd",2000-07-15,2000,7,1
0,0,2.3,0,8.33804213135069,0,330,"Allard, Harry","MN",0,15378,3.37627013630731,50,1,0,0,0,"Bumps in the Night","not_rmvd",2000-02-20,2000,2,1
0,0,2.3,NA,8.33804213135069,0,559,"Burgess, Melvin","MN",0,15378,3.37627013630731,NA,0,1,0,0,"Doing It","not_rmvd",NA,NA,NA,1
0,0,2.3,1,8.33804213135069,1,763,"Joannides, Paul","MN",0,15378,3.37627013630731,3407,0,0,0,0,"Guide to Getting It On, The","not_rmvd",2009-04-30,2009,4,1
0,0,2.3,0,8.33804213135069,0,1273,"Hamilton, Laurell K.","MN",0,15378,3.37627013630731,2772,0,1,0,0,"Mistral's Kiss","not_rmvd",2007-08-04,2007,8,1
0,0,2.3,0,8.33804213135069,0,75,"Twain, Mark","MN",0,15378,3.37627013630731,2770,0,0,0,0,"Adventures of Huckleberry Finn, The","not_rmvd",2007-08-02,2007,8,1
0,0,2.3,0,8.33804213135069,1,761,"Ringo, John","MN",0,15378,3.37627013630731,2399,0,0,0,0,"Ghost","not_rmvd",2006-07-27,2006,7,1
0,0,2.3,0,8.33804213135069,1,1845,"Nathanson, Laura","MN",0,15378,3.37627013630731,2399,0,0,0,0,"Trouble With Wednesdays, The","not_rmvd",2006-07-27,2006,7,1
0,0,2.3,0,8.33804213135069,0,1119,"Turke, Hanne","MN",0,15378,3.37627013630731,196,0,0,0,0,"Lesson for Max, A","not_rmvd",2000-07-15,2000,7,1
1,0,-3.1,0,1.73804213135068,0,766,"Mowry, Jess","MO",0,1279.5,-2.42372986369269,1979,0,1,0,1,"Ghost Train","rmvd",2005-06-02,2005,6,1
0,0,-3.1,1,1.73804213135068,1,387,"Mac, Carrie","MO",0,1279.5,-2.42372986369269,3349,0,1,0,0,"Charmed","not_rmvd",2009-03-03,2009,3,1
1,0,-3.1,1,1.73804213135068,0,69,"Alexie, Sherman","MO",0,1279.5,-2.42372986369269,3784,0,1,0,1,"Absolutely True Diary of a Part-Time Indian, The","rmvd",2010-05-12,2010,5,1
0,0,-3.1,1,1.73804213135068,1,1488,"Castellucci, Cecil","MO",0,1279.5,-2.42372986369269,3530,0,1,0,0,"Queen of Cool","not_rmvd",2009-08-31,2009,8,1
1,0,-3.1,1,1.73804213135068,1,717,"Hopkins, Ellen","MO",0,1279.5,-2.42372986369269,3835,0,0,0,0,"Glass","rmvd",2010-07-02,2010,7,1
1,1,-3.1,0,1.73804213135068,0,95,"Naylor, Phyllis Reynolds","MO",0,1279.5,-2.42372986369269,990,0,0,1,0,"Alice (series)","rmvd",2002-09-17,2002,9,1
0,0,-3.1,0,1.73804213135068,1,950,"Wolfe, Tom","MO",0,1279.5,-2.42372986369269,2400,0,1,0,0,"I Am Charlotte Simmons","not_rmvd",2006-07-28,2006,7,1
1,0,-3.1,1,1.73804213135068,1,452,"Hopkins, Ellen","MO",0,1279.5,-2.42372986369269,3835,0,0,0,0,"Crank","rmvd",2010-07-02,2010,7,1
1,1,-3.1,1,1.73804213135068,0,1849,"Myracle, Lauren","MO",0,1279.5,-2.42372986369269,3180,0,0,0,0,"TTFN","rmvd",2008-09-15,2008,9,1
1,1,-3.1,1,1.73804213135068,0,1849,"Myracle, Lauren","MO",0,1279.5,-2.42372986369269,3180,0,0,0,0,"TTYL","rmvd",2008-09-15,2008,9,1
1,1,-3.1,0,1.73804213135068,1,399,"Cormier, Robert","MO",0,1279.5,-2.42372986369269,480,0,0,0,0,"Chocolate War, The","rmvd",2001-04-25,2001,4,1
1,0,-9.5,0,-6.66195786864931,0,861,"Norton, Jim","MS",0,-8466.5,-7.12372986369269,2807,0,0,0,0,"Happy Endings:  The Tales of a Meaty-Breasted Zilch","rmvd",2007-09-08,2007,9,1
0,0,-7.1,NA,7.63804213135069,1,770,"Jukes, Mavis","MT",0,-6482,0.376270136307308,NA,0,0,0,0,"Guy Book:  An Owner's Manual, The","not_rmvd",NA,NA,NA,1
0,0,-7.1,1,7.63804213135069,1,512,"Jackson, Jon A.","MT",0,-6482,0.376270136307308,3365,0,1,0,0,"Dead Folks","not_rmvd",2009-03-19,2009,3,1
0,0,-7.1,1,7.63804213135069,0,1639,"Stine, R.L.","MT",0,-6482,0.376270136307308,3342,0,1,0,0,"Sitter, The","not_rmvd",2009-02-24,2009,2,1
0,0,-7.1,1,7.63804213135069,1,1054,"Silverstein, Dr. Charles and Felice Picano","MT",0,-6482,0.376270136307308,3179,0,0,1,0,"Joy of Gay Sex, The","not_rmvd",2008-09-14,2008,9,1
0,0,-7.1,1,7.63804213135069,1,374,"Salinger, J.D.","MT",0,-6482,0.376270136307308,3365,0,1,0,0,"Catcher in the Rye, The","not_rmvd",2009-03-19,2009,3,1
0,0,-7.1,0,7.63804213135069,0,920,"Chulton-Brock, Julie","MT",0,-6482,0.376270136307308,1560,0,0,0,0,"Horse","not_rmvd",2004-04-09,2004,4,1
0,0,-7.1,0,7.63804213135069,0,865,"Paulsen, Gary","MT",0,-6482,0.376270136307308,223,0,1,0,0,"Harris and Me","not_rmvd",2000-08-11,2000,8,1
0,0,-7.1,0,7.63804213135069,0,134,"Frank, E.R.","MT",0,-6482,0.376270136307308,1703,0,1,0,0,"America:  A Novel","not_rmvd",2004-08-30,2004,8,1
1,1,-4.3,0,-1.46195786864932,1,418,"Pike, Christopher","NC",0,-310,-1.52372986369269,1050,0,1,0,1,"Cold One, The","rmvd",2002-11-16,2002,11,1
1,0,-4.3,0,-1.46195786864932,1,188,"Thompson, Julian","NC",0,-310,-1.52372986369269,1050,0,1,0,0,"Band of Angels","rmvd",2002-11-16,2002,11,1
0,0,-4.3,1,-1.46195786864932,1,607,"Mackler, Carolyn","NC",0,-310,-1.52372986369269,3279,0,1,0,0,"Earth, My Butt and Other Big Round Things, The","not_rmvd",2008-12-23,2008,12,1
0,0,-4.3,0,-1.46195786864932,0,713,"Brashares, Ann","NC",0,-310,-1.52372986369269,2852,0,1,0,0,"Sisterhood of the Traveling Pants, The","not_rmvd",2007-10-23,2007,10,1
