"","IN","TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS","tag","TARGET_TAG"
"6876",6876,3,6.5,0.29,-1.26,9.15,0.108,25,166,0.96031,3.24,0.36,11.033333333,-1,7,3,"train","yes"
"6877",6877,4,7.5,0.21,0.62,70.3,-0.184,-198,510,1.0707,2.96,0.59,7.5,1,8,3,"train","yes"
"6878",6878,NA,14.7,0.48,0.31,1.4,0.046,136,135,0.95171,3.72,-0.835388582529961,9.8,1,8,1,"test",NA
"6879",6879,5,17.2,0.24,0.42,1.1,-0.165,-124,22,0.98321,2.04,1.05,16.7,0,11,3,"train","yes"
"6880",6880,NA,7.9,0.25,1.1,-43.6,0.491,33,549,0.9918,3,0.32,11.8,1,8,3,"test",NA
"6881",6881,3,8.3,0.28,0.42,-45.9,0.051,-281,93,0.97553,3.09,-0.03,17.5,0,9,2,"train","yes"
"6882",6882,3,6.3,1.08,1.7,39.55,0.448,50,177,0.98819,3.78,3.2,13.8,0,7,2,"train","yes"
"6883",6883,2,6.9,-0.32,1.58,0.857719451405442,0.016,6,55,1.03137,3.16,-0.67,10,-1,8,2,"train","yes"
"6884",6884,2,7.8,-1.02,-0.21,9.2,0.577,206,773,0.97382,2.29,-0.366519191369869,15.9,-2,8,1,"train","yes"
"6885",6885,NA,7.6,0.23,0.29,119.4,0.372847089763145,-126,91,0.99488,4.39,0.8,9.7,2,8,2,"test",NA
"6886",6886,3,6.7,0.47,1.79,28,0.405,31,370.084700938489,0.9964,3.06,0.6,9.6,0,8,2,"train","yes"
"6887",6887,5,6.4,0.24,0.49,8.7,0.053,96.0919784474338,155,0.95545,3.01,0.98,10.5,1,7,4,"train","yes"
"6888",6888,3,11,1.17,0.19,13.7,-0.188,262,197,0.97864,0.6,1.01,14,0,8,1,"train","yes"
"6889",6889,5,6.5,0.44,0.47,86.85,0.014,-66,137,0.98984,3.17,-0.448021149189663,12.3,-1,7,4,"train","yes"
"6890",6890,6,5.8,0.17,-1.08,1.8,0.045,96,139,0.99035,3.38,2.15,12,0,6,3,"train","yes"
"6891",6891,5,-4.2,0.23,0.26,1.9,0.036,41,98,0.99,1.29,0.43,8.2,0,7,2,"train","yes"
"6892",6892,3,9.4,0.44,0.92,-31.3,0.042,14,-228,1.02698,4.08,0.3,15.3,0,10,1,"train","yes"
"6893",6893,5,-2.2,0.48,0.16,-23,0.469,14,562,0.9918,3.94,0.45,12.5,0,8,2,"train","yes"
"6894",6894,2,3.6,0.3,0.2,-9.2,-0.552,34,543,1.02053,3.94,0.59,13.2,-1,7,1,"train","yes"
"6895",6895,4,18.5,0.53,0.33,-51.9,0.458,24,144,0.99655,3.94,1.04350131314306,3.7,1,9,1,"train","yes"
"6896",6896,0,10.4,0.53,0.01,1.6,0.674,1.08850142948854,230,1.04614,3.93,1.62914673164699,9.8,0,8,2,"train","no"
"6897",6897,NA,-2.6,0.08,1.26,12.8,0.062,19,171,0.99808,3,1.31,4.6,0,7,3,"test",NA
"6898",6898,3,9.8,-0.31,-1.06,-13.6,1.103,0,328,0.9956,2.61,0.3,10.7,1,11,2,"train","yes"
"6899",6899,0,8.3,-1.01,0.37,-117.1,0.076,8,23,0.98413,3.26,0.7,8.8,0,9,3,"train","no"
"6900",6900,4,7,0.28,0.27,57.8,0.357,-183,119,1.044,4.17,-0.63,7.7,0,8,2,"train","yes"
"6901",6901,0,13.2,-1.87,0.21,-44.8,0.088,21,39,1.00511,3.33,-0.94,22.4,-1,10,1,"train","no"
"6902",6902,NA,6.2,-0.62,0.27,-0.301889940287129,0.041,51,117,0.96222,2.3,0.33,12.4,-1,7,3,"test",NA
"6903",6903,5,14.8,0.89,-0.34,8.1,0.291,53,-263,0.96192,1.72,0.41,11.6,1,8,4,"train","yes"
"6904",6904,NA,6.5,0.18,0.48,18,0.404,31,183,1.00038,4.02,-0.72,8.9,0,7,3,"test",NA
"6905",6905,0,17.7,0.55,0.35,52.7,0.074,-199,66,0.9974,3.38,0.56,11.5,0,9,2,"train","no"
"6906",6906,5,0,0.18,1.81,2.1,0.036,194,-225,0.98657,3.4,-1.39,8.3,0,8,2,"train","yes"
"6907",6907,NA,6.4,-0.05,0.2,26.1,0.059,-18,-329,0.99314,5.58,1.29,5.9,0,7,3,"test",NA
"6908",6908,5,7.1,1.65,0.64,2,0.125403362003421,31,-23,0.99694,3.43150830204581,0.59,9.4,2,8,2,"train","yes"
"6909",6909,NA,8,0.42,0.32,15.2,0.08,-383,122,0.99801,2.86,1.07,9.7,1,9,1,"test",NA
"6910",6910,6,-4.3,0.29,1.58,1.7,-0.009,-195,11,0.9915,4.49,-1.07,13.5,2,6,4,"train","yes"
"6911",6911,3,15.5,1.81,-0.64,0.9,-0.348,25,98,0.95938,3.47,0.10743847674572,5.8,0,7,2,"train","yes"
"6912",6912,0,7.4,0.36,0.34,-51.2,0.34,-94,180,0.9933,2.81,0.283079068994799,19.6,1,8,3,"train","no"
"6913",6913,5,6.2,0.27,-0.27,1.4,0.05,-187,232,0.9868,3.32,0.44,2.9,1,7,1,"train","yes"
"6914",6914,NA,0.3,-0.71,0.68,10.9,0.045,299,334,0.9978,3,1.47,8.7,-2,8,1,"test",NA
"6915",6915,NA,7.8,0.82,0.75,4.6,0.024,20,198,1.00025,3.06,0.66,14.3,2,8,2,"test",NA
"6916",6916,4,16.2,0.23,-0.94,35.6,0.038,43,492,0.96686,3.96,0.82,8.8,1,7,1,"train","yes"
"6917",6917,3,7.1,0.29,1.73,9.3,0.128,108,633,0.9949,3.46,1.0304788088493,10.3,-1,8,2,"train","yes"
"6918",6918,4,16.8,0.21,0.51,1.7,0.415,12,66,0.99623,3.05,0.776787646275342,9.2,1,10,2,"train","yes"
"6919",6919,0,20.8,0.41,0.55,3.2,0.076,22,36,0.9996,0.94,1.5,12.4,1,11,2,"train","no"
"6920",6920,5,7.7,-0.46,0.34,-57.4,-0.307633760692398,86,119,0.99084,3.18,-0.16,12.1,1,8,2,"train","yes"
"6921",6921,2,18,1.27,-1.17,13.1,0.483,-71.668479498706,-31,0.99884,2.43,0.51,16.1413213682072,-2,8,2,"train","yes"
"6922",6922,NA,6,2.025,-1.01,7.9,0.229,68,124,0.9994,2.25,0.53,9.9,-1,7,2,"test",NA
"6923",6923,0,1.2,0.69,0.49,32.2,1.117,20,-260,0.9968,3.21,0.67,7.6,0,9,2,"train","no"
"6924",6924,NA,7.5,0.51,0.26,-7.5,-0.412,24,-261,1.02056,3.3,0.53,11.2467440570804,-1,8,1,"test",NA
"6925",6925,0,7.6,0.43,0.31,2.1,-0.241,13,-263,0.9958,3.26,-2.81,9.9,2,8,1,"train","no"
"6926",6926,5,-3.9,0.19,1.48,0.3,-0.043,33,454,1.04073,3.49,1.47,4.9,1,6,2,"train","yes"
"6927",6927,5,9.7,0.36,0.41,-9.4,-0.189,21,375,0.95513,2.17,-1.26,18.2,1,6,2,"train","yes"
"6928",6928,7,7.4,0.35,-0.2,57.3,0.039,221,369,0.9936,4.18,0.67,11.9,2,9,3,"train","yes"
"6929",6929,5,7.3,0.9,-0.12,40.3,-0.538,-207,-224,0.9917,3.3,-1.18,11,-1,8,2,"train","yes"
"6930",6930,0,1.8,0.2,0.57,1.5,0.898,315,507,1.01938,3.35,0.92,14.6,-1,7,1,"train","no"
"6931",6931,4,6.2,0.87,0,-51.8,-0.025,32,48.7290230796698,0.99014,2.61,1.39,18.5,0,7,3,"train","yes"
"6932",6932,4,14.8,0.34,0.49,34.8,0.027,26,126,0.90511,2.07,-3,18.6,-1,8,1,"train","yes"
"6933",6933,NA,-3.1,0.28,0.45,56.3,0.022,14,-292,0.9934,4.15,0.61,11.1,0,10,2,"test",NA
"6934",6934,NA,-1.6,0.32,-0.78,70.5,0.237,280,-327,0.99258,1.3,0.43,13.6,1,7,2,"test",NA
"6935",6935,0,10.2,0.25,0.36,-27.5,-0.0688605004841765,35,-295,0.9986,3.04,-0.76,7.65254263825731,-2,8,1,"train","no"
"6936",6936,6,7.7,0.28,0.39,8.9,0.035,-378,-266,1.00276,3.06,0.7,12,1,8,3,"train","yes"
"6937",6937,5,6.9,0.19,1.53,13.5,0.038,-57,-274,0.98599,4.27,0.63,17.2,1,7,3,"train","yes"
"6938",6938,4,6.5,0.34,0.31,1.3,-0.232,59,24,0.98944,3.63,0.54,12.4,0,7,2,"train","yes"
"6939",6939,4,7.2,0.41,-0.14,2.1,-0.472,485,72,1.02655,1.08,0.52,4.6,1,8,4,"train","yes"
"6940",6940,2,6.2,0.44,-0.81,44,-0.661,23,-749,0.9934,3.26,3.06,5.8,-1,7,3,"train","yes"
"6941",6941,NA,-1.6,0.89,0.85,-22.3,-0.558,-27,155,0.9945,3.59,0.06,10.5,0,6,2,"test",NA
"6942",6942,3,7.6,-0.255,0.85,14.6,-0.198,307,105,0.998,3,1.48,9.2,0,8,1,"train","yes"
"6943",6943,5,5.6,1.6,0.87,-2.8,0.117044188573958,25,362,0.96073,2.69,2.99,16.3,1,6,4,"train","yes"
"6944",6944,5,-0.7,0.27,1.33,-34.5,0.05,8,258,0.9984,3.7574675950802,0.5,7.3,1,8,4,"train","yes"
"6945",6945,3,6.6,-0.9,-2.18,54.2,0.044,187,237,0.99772,2.12,0.47,9,0,7,1,"train","yes"
"6946",6946,4,11.6,1.08,0.23,47.3,0.065,22,-137,1.0133,3.15,1.64,12,-1,7,1,"train","yes"
"6947",6947,4,6.8,0.23,-0.78,-31.2,0.305,126,-203,0.9914,2.99,1.44,8.7,0,7,3,"train","yes"
"6948",6948,0,2.3,-1.66,0.42,9.1,-0.278,31,150,0.9953,2.13,0.74,9.9,0,7,1,"train","no"
"6949",6949,6,-2.6,0.25,0.61,46.3,-0.312,22,190,1.02525,3.01,1.68230873987403,11.4,2,8,3,"train","yes"
"6950",6950,3,9,0.24,0.69,1.2,0.048,279,107,0.9918,3.21,0.34,13.6,-1,10,2,"train","yes"
"6951",6951,4,7.6,0.23,0.29,51.7,0.053,-315.206411702324,234,0.9963,3.59,1.54,14.2,0,8,4,"train","yes"
"6952",6952,4,10,0.23,-1,18.05,0.05,35,144,0.99791,2.51801755518094,-0.17,8.8,1,8,2,"train","yes"
"6953",6953,0,14.6,0.59,0.42,13.3,-0.089,35,233,1.00235,2.98526225343241,0.7,7.5,0,11,2,"train","no"
"6954",6954,3,5.2,0.335,0.2,49.1,0.033,17,-254,0.99002,3.34,0.48,13,-1,6,2,"train","yes"
"6955",6955,4,-3.9,1.32,-1.02,-6.22533206763243,0.028,193,84,0.9909,2.4,0.36,11.7,0,7,1,"train","yes"
"6956",6956,6,6.5,0.14,1.16,58.7,0.263,-32,129,0.99678,3.28,-0.85,10.3,1,7,4,"train","yes"
"6957",6957,NA,8.1,0,-1.23,1.8,0.591621506402629,3,12,0.9964,1.25,-0.01,8.4,0,9,1,"test",NA
"6958",6958,6,6.6,0.16,0.36,-52.2,0.031,-27,391,1.00089,1.94,-0.56,22.6,0,7,4,"train","yes"
"6959",6959,5,8.8,0.5,0.26,-14.4,0.043,-43,176,0.96107,2.34,0.01,12.3,1,7,2,"train","yes"
"6960",6960,NA,12.1,0.42,-0.51,2.7,0.065,278,18,1.03264,1.97939334125867,0.87,11.8,2,12,1,"test",NA
"6961",6961,4,6.9,0.32,1.12,16,0.034,58,346,0.99938,3.34,-0.2,9,0,7,3,"train","yes"
"6962",6962,6,7,-0.29,0.92,14.7,0.051,29,149,0.99792,3.72,-1.07,9,1,7,4,"train","yes"
"6963",6963,5,2.2,-0.98,0.15,52.5,-0.421,7,156,0.9903,3.3,2.48708487832253,8.1,0,8,1,"train","yes"
"6964",6964,3,18.3,0.31,0.35,28.3159805564849,0.046,45,178,1.01242,1.67,1.49,9.7,0,8,1,"train","yes"
"6965",6965,4,6.8,-0.76,0.32,-3.3,-0.363,4,420,0.9928,3.36,-1.15,10.7,-1,7,2,"train","yes"
"6966",6966,2,6.5,0.33,-0.3,1.1,0.061,244,38,0.993,3.09,0.55,9.5,0,8,2,"train","yes"
"6967",6967,4,25.2,0.6,1.52,1.4,0.031,3,-91,0.98854,3.09,1.31,13,0,6,2,"train","yes"
"6968",6968,6,5.9,0.34,2.26,-8.883647751337,0.499,96,142,0.97238,3.4,0.41,12.9,1,7,4,"train","yes"
"6969",6969,NA,1.1,0.39,-1.04,2.7,-0.443,-83.1386117086278,124,1.00427,2.23,-0.08,5,0,12,1,"test",NA
"6970",6970,5,0.5,0.07,-1.15,-10.5,0.038,-130,543,1.00553,2.64,0.55,6.7,1,6,3,"train","yes"
"6971",6971,2,7.9,0.46,0.23,10.1,0.17,166,184,0.99782,3.06,0.62,9.9,-1,9,2,"train","yes"
"6972",6972,2,-0.7,0.32,-1.4,-48.1,0.114,43.806468342264,121,1.07567,1.9,0.35,16.9,-1,6,1,"train","yes"
"6973",6973,5,-2.1,1.29,0.29,-24.7048486163768,0.245,280,785,0.99132,3.1,0.58,11.2,0,7,3,"train","yes"
"6974",6974,3,11.8,0.27,0.78,18,0.0333546576950532,98.7215908326805,-79,0.93931,4.39842986913153,1.57,6.5,-2,7,1,"train","yes"
"6975",6975,NA,7.2,0.25,0.32,47.1,0.054,-67,105,1.07711,3.96,0.63,11.1,0,8,1,"test",NA
"6976",6976,4,7.4,0.36,0.31,1.4,0.025,-63,-231,1.02792,3.21,-0.01,13.3,0,8,3,"train","yes"
"6977",6977,6,12.6,0.27,0.27,-51.4,0.034,25,122,1.005,3.91,-1.05,6.3,2,8,2,"train","yes"
"6978",6978,5,6.1,0,0.29,1.1,0.041,6,92,0.98596,3.26,1.43,14.5,1,7,3,"train","yes"
"6979",6979,5,6.8,0.31,0.36,13.9,0.052,294,478,0.9933,3.01,1.48,9.2,2,7,3,"train","yes"
"6980",6980,NA,6.4,0.25,1,33,-0.268,-94,234,0.9955,3.51,-0.22,5.94041126264198,-1,7,1,"test",NA
"6981",6981,4,6.8,0.37,0.96,78.7,-0.326,-36,37,1.03556,2.98,1.91,3.5,1,8,3,"train","yes"
"6982",6982,4,6.9,0.66,-0.52,8.2,0.036,-214,29,0.89204,3.17,-1.37,10.2,1,8,2,"train","yes"
"6983",6983,NA,6.9,0.19,0.6,12.8,0.037,240,534,1.02424,2.92,0.59,2.3,-1,8,1,"test",NA
"6984",6984,3,8.2,0.28,0.22,7,0.047,-120,356,1.03643,3.23,0.64,5.4,0,9,2,"train","yes"
"6985",6985,6,19.1,0.21,0.32,4.8,0.056,222.374620022844,-172,0.9768,2.51,0.96,6.4,1,8,2,"train","yes"
"6986",6986,0,8.4,0.2,0.38,-49.7,0.073,51,479,0.95653,3.75,1.83,3.7,1,9,1,"train","no"
"6987",6987,NA,6.5,0.55,0.22,-1.4,0.043,34,90,0.99047,2.24,0.47,5.9,-2,7,2,"test",NA
"6988",6988,2,7.4,0.41,0.66,-24.8,0.051,189,332,1.04623,3.40016605252026,-0.13,13.3,-1,8,1,"train","yes"
"6989",6989,0,16.6,-0.83,1.27,-49.9,0.272,152,101,0.9916,3.17,1.69,9.2,0,7,1,"train","no"
"6990",6990,2,-1.4,1.4,0.3,-18.0471121220466,0.3042723227527,24,-134,1.04263,4,0.575492930109414,15.1,0,8,2,"train","yes"
"6991",6991,0,4.5,-0.87,1.64,27.1,-0.002,27,172.097462583029,0.96042,3.08,1.39,9.1,-2,7,1,"train","no"
"6992",6992,3,4.3,0.39,2.02,1.6,0.045,31,440,0.99145,3.4,0.59,16.2,0,8,1,"train","yes"
"6993",6993,4,3.7,0.44,-0.96,-11.5,0.381396591501253,259,49,0.97516,2.99,0.73,10.3,1,9,3,"train","yes"
"6994",6994,NA,7,1.71,0.81,1.6,0.628,25,42,1.09063,3.34,0.87,11.1,1,8,1,"test",NA
"6995",6995,4,-2.8,0.31,-0.74,67.6,0.048,568,212,0.99942,3.47,0.59,7.6,1,8,1,"train","yes"
"6996",6996,5,13.5,2.23,0.3,1.3,-0.435,46,154,0.97621,3.48,0.53,11.3,0,8,4,"train","yes"
"6997",6997,NA,-2.8,-1.79,0.47,1.4,-0.406,-121,187,0.99844,3.59,-0.32,9.5,1,7,2,"test",NA
"6998",6998,4,7.4,0.16,-0.51,15.5,0.0539503106602204,109,135,0.9984,2.9,-0.8,14.1985962329225,-1,8,2,"train","yes"
"6999",6999,0,13.2,0.53,0.66,41.7,0.241,17,31,0.9964,3.33,0.56,13.3,0,8,4,"train","no"
"7000",7000,0,7.1,0.13,-0.65,1.8,0.046,-43,114,1.01576,3.32,0.9,11.6,-1,8,1,"train","no"
"7001",7001,4,4.3,0.4,0.18,42.7,-0.42,2,210,0.9962,3.09,2.19,8.9,2,7,1,"train","yes"
"7002",7002,NA,10.9,1.57,-0.69,-14.8,0.047,-82,492,0.9961,3.17,-0.7,3.1,1,7,1,"test",NA
"7003",7003,4,26.8,0.69,1.09,1.5,0.031,17,122,1.02856,3.25,2.04,10.3,0,9,2,"train","yes"
"7004",7004,3,5.6,0.82,0.26,5.7,0.031,12,-98,1.02632,2.08,1.86,10.8,0,6,1,"train","yes"
"7005",7005,0,4.1,0.34,0.3,8.3,0.484,284,-137,0.99139,3.37,0.230808751254497,12.3,1,7,3,"train","no"
"7006",7006,3,7.2,1.51,1.05,17.6,0.1,-198,125,0.99966,3.26,0.47,8.8,-1,7,2,"train","yes"
"7007",7007,0,4.8,-0.2,0.17,-52.5,-0.904,-96,213.683692508636,1.07946,3.31,0.69,9.6,2,13,4,"train","no"
"7008",7008,2,6.7,1.04,-1.1,2.2,0.487,16,333,1.01945,3.28,-2.45,16.7,-2,9,1,"train","yes"
"7009",7009,4,7.4,0.16,1.17,13.7,0.056,33,168,0.99941,1.95,2.87,8.7,-1,8,2,"train","yes"
"7010",7010,NA,-1,1.56,0.34,-60.9,-0.559,-82,8,1.03969,3.44,0.05,12.65,-1,7,1,"test",NA
"7011",7011,4,7.2,0.26,0.74,9.6,0.05,56,162,1.03486,3.03,-0.77,8.8,1,8,1,"train","yes"
"7012",7012,0,4,-0.8,0.35,1.9,0.067,25,57,0.997,3.97,0.71,10.3,0,10,1,"train","no"
"7013",7013,5,6.1,1.57,-0.64,1.85,0.031,190,733,1.02753,3.03,0.3,11.8,0,7,3,"train","yes"
"7014",7014,0,10.5,0.24,0.79,2.1,0.066,6,-339,0.9978,3.06,2.29,14.8,0,11,1,"train","no"
"7015",7015,NA,7.1,0.21,-0.64,109.7,0.616,24,75.4424522346399,1.03358,2.48,0.51,12,1,8,1,"test",NA
"7016",7016,4,9.1,-1.03,2.13,-14.9,0.18,67,278,0.97669,2.44,-0.29,9.5,1,8,2,"train","yes"
"7017",7017,3,16.4,-0.955,0.34,1,0.19,147,69,0.99138,3.41902039394373,0.99,10.1,0,6,2,"train","yes"
"7018",7018,4,8.2,1.17,0.07,10.8,-0.285,42,-201,0.9978,2.7,0.51,12.8,1,7,3,"train","yes"
"7019",7019,NA,6.4,0.28,0,82.2,0.045,46,609,0.9952,3.24458302941748,0.46,9.4,0,7,1,"test",NA
"7020",7020,4,8.6,0.23,-0.09,-15.8,0.206,29,-126,0.94593,3.26,2.1,12.3,-1,8,3,"train","yes"
"7021",7021,3,12.4,1.41,0.18,21.2,0.183,589,87,0.97548,3.14,0.53,12.7,-1,7,2,"train","yes"
"7022",7022,NA,-2.1,0.31,0.97,-22,-0.118333219601281,19,72,0.99543,3.5770329308149,0.72,18.5,1,9,2,"test",NA
"7023",7023,5,6.3,0.14,0.91,8.2,-0.21,323,199,0.99394,3.13,3.81,18,1,8,1,"train","yes"
"7024",7024,3,17.2,0.66,0.19,17.55,0.19,62,-141.945400036466,0.9999,4.60459423224722,0.68,16.2610844442299,1,9,1,"train","yes"
"7025",7025,NA,6,0.26,-0.92,21.0385391797766,0.046,6,252,1.03476,3.97,0.61,19.9,-1,7,1,"test",NA
"7026",7026,2,7.1,0.28,1.77,-0.7,0.08,21,85,0.9608,3.19,0.42,12.2,-1,8,2,"train","yes"
"7027",7027,0,4.7,0.21,0.15,34.6,0.076,19,40,0.9961,2.49,0.7,10.1,0,8,2,"train","no"
"7028",7028,0,-1.4,-0.16,0.61,15.5,0.315281974206394,31,485,0.99408,3.19,0.44,13,0,7,1,"train","no"
"7029",7029,NA,-2.8,-0.11,0.96,54.4,0.048,101,207,1.02714,2.54,0.3,9.1,2,6,1,"test",NA
"7030",7030,0,3.1,0.82,0.58,66.6,0.039,392,405,1.03203,3.65,0.31,7.7,2,7,3,"train","no"
"7031",7031,NA,-4,0.32,0.07,45.5,0.054,63,212,0.99526,3.22,-1.88,9.7,-1,7,1,"test",NA
"7032",7032,3,11.1,1.01,0.33,95,-0.293,60,168,0.97748,3.1,0.56,15.9,0,7,1,"train","yes"
"7033",7033,3,7.5,0.2,-1.04,54.4,0.123385160375655,8,428,0.97209,1.93,0.62,11.2,0,8,2,"train","yes"
"7034",7034,2,2.7,1.88,-3.06,7.6,0.588,38,389,0.99845,4.6,0.71,22.3,-1,8,1,"train","yes"
"7035",7035,3,7.3,1.85,0.45,14.8,0.057,292,-122,0.96637,5.4,0.57,20.6,0,8,1,"train","yes"
"7036",7036,5,6.4,-1.04,0.05,2,-0.018,30,133,0.9908,3.12,-0.74,11.4,0,7,2,"train","yes"
"7037",7037,NA,0.9,0.2,0.26,18,0.04,36,-1.05439687528562,0.99238,2.18,-0.17,10.8,-1,8,1,"test",NA
"7038",7038,NA,14.3,-0.86,0.33,7.7,0.003,27,98,0.9935,2.65,0.41,12.2,0,9,2,"test",NA
"7039",7039,4,4.3,0.16,0.3,21.8,0.743,113,176,1.01481,3.22,0.46,9.1,1,10,2,"train","yes"
"7040",7040,6,6,0.32,0.32,13.7,0.041,165,186,0.99235,3.22,0.54,11,2,7,4,"train","yes"
"7041",7041,4,7.1,0,-0.25,-14.7,0.053,32,211,0.95957,3.04,0.59,15.2,0,8,2,"train","yes"
"7042",7042,3,13.4,0.28,0.25,2.5,-0.95,56,108,0.99475,2.46,0.55,9,0,7,2,"train","yes"
"7043",7043,NA,6.4,0.32,0.88,53.8,0.05,214,180,0.97207,3.33,-1.22,9.6,-2,7,1,"test",NA
"7044",7044,8,9.2,0.33,0.32,-25.3,0.04,222,373,0.97842,3.31,0.4,13.1,2,7,4,"train","yes"
"7045",7045,5,-3.2,-1.03,0.56,47.9,0.04,14,-67,0.96985,3.2,0.33,10.7,1,8,3,"train","yes"
"7046",7046,3,7.4,-0.88,-0.03,1.6,-0.355,11,-29,0.99991,2.93,-1,10.8,0,11,2,"train","yes"
"7047",7047,2,-5.1,0.91,1.2,43,-0.541,20,-39,0.99985,4.16,1.4,9.4,-1,7,1,"train","yes"
"7048",7048,5,12.7,0.26,0.2,-36.7,-0.465,35,-425,0.99836,2.69,0.89,4.9,1,7,3,"train","yes"
"7049",7049,NA,9.1,-0.48,0.42,-0.118331052494099,0.479,106,-169,0.97343,2.93,-0.74,9.4,1,7,1,"test",NA
"7050",7050,6,2.2,0.29,0.75,2.8,0.309,213,62.0319519705916,0.9986,2.65,-0.18,9.4,1,14,3,"train","yes"
"7051",7051,6,5.9,0.27,1.69,67.7,-0.079,31,96,0.9949,3.35,0.73,16.8,0,6,2,"train","yes"
"7052",7052,NA,7.5,0.25,-0.25,-3.2,0.024,503,-34,0.99563,3.18,1.9,10.8,1,8,1,"test",NA
"7053",7053,NA,6,0.26,0.51,-15.2236653667344,-0.527,10,72,0.953855,3.31,0.48,9.65,0,7,3,"test",NA
"7054",7054,0,17.2,0.31,1.48,114.2,0.056,167,617,0.96507,3.01,0,9.2,1,8,3,"train","no"
"7055",7055,6,0.8,-0.29,0.36,-14,0.028,31,104,1.03771,3.35,1.64,12.1,0,8,4,"train","yes"
"7056",7056,NA,-3,1.73,1.6,-54.6,0.454,40,107,1.00397,3.26,-0.9,14.1,-1,6,2,"test",NA
"7057",7057,NA,6.7,-0.21,0.08,3.75,0.067,266,16,0.99334,4.34,-0.35,12.1123786228807,0,7,3,"test",NA
"7058",7058,0,5.5,2.08,1.05,1.7,0.47,12,-124,0.99623,3,-0.29,9.2,1,10,1,"train","no"
"7059",7059,5,13.7,-0.23,0.46,-26.3,0.03,30,106,0.9907,3.23,0.47,12.5,1,9,3,"train","yes"
"7060",7060,4,15.5,-0.63,0.39,1.1,0.031,40,-302,0.9929,2.94,0.3,6.4,0,10,2,"train","yes"
"7061",7061,4,7,0.25,0.56,-13.4,0.145,20,95,1.03044,3.23,0.53,11,0,8,2,"train","yes"
"7062",7062,4,-2.8,0.08,0.49,38.4,-0.431,74,333,1.0001,3.03,0.52,14.8,0,9,2,"train","yes"
"7063",7063,2,17.7,-0.415,0.2,-25.6,0.243,48,38,0.94854,3.31,3.23,10.3,-1,9,1,"train","yes"
"7064",7064,5,7.2,-1.15,0.74,7.2,0.037,-72,199,1.00236,3.04,0.44,13,2,8,2,"train","yes"
"7065",7065,0,14.9,1.09,0.5,13.8,0.205,239,-15.3005271968397,1.00242,3.16,-0.0399190442573348,8.8,0,11,1,"train","no"
"7066",7066,0,6.8,1.46,0.47,45.0782802785975,0.03,-26,110,0.97478,3.45,0.59,12,0,8,1,"train","no"
"7067",7067,5,3,0.34,0.54,-53.8602896210679,0.06,-237,235,1.00182,2.44,1.4,19.1,1,10,4,"train","yes"
"7068",7068,0,6.5,-0.435,0,2.3,0.166,6,32,1.00532,3.06,0.04,10,0,7,2,"train","no"
"7069",7069,0,10,0.35,1.64,31.1,0.604,-225,-23,0.99585,3.23,-0.88,12,-1,11,1,"train","no"
"7070",7070,0,3,-0.78,0.01,13.1,0.05,-196,200,1.02106,3.04,1.51,8.9,0,8,1,"train","no"
"7071",7071,6,6.8,0.18,0.35,-35.2,-0.258,53,143,0.99898,3.1,0.42,11,1,7,3,"train","yes"
"7072",7072,0,10.4,0.44,0.73,6.55,0.101,5,433,0.999,2.19,1.07,12,-1,12,2,"train","no"
"7073",7073,3,12.4,1.6,0.34,-69.2173263419471,0.445,40,-264,0.9705,4.21,-0.58,12.8,-2,6,1,"train","yes"
"7074",7074,0,6.8,0.15,-1.52,8.4,0.142,234,133,0.95022,3.17,0.39,9.9,1,7,2,"train","no"
"7075",7075,2,-8.1,-1.24,1.32,8.6,0.049,-210,257,0.94884,3.18,0.68,9.6,-1,7,3,"train","yes"
"7076",7076,6,7.1,0.45,0.24,66.2,0.04,24,183.321529458505,0.99126,2.6,0.24,17.4,0,8,4,"train","yes"
"7077",7077,4,-0.1,0.27,0.37,-50.3,0.503,27,327,0.99174,3.13,1.16,12.7,1,8,1,"train","yes"
"7078",7078,4,12.9,0.445,-0.53,14.5,0.045,-76,42,0.9986,4.66,1.54,16.9,0,8,3,"train","yes"
"7079",7079,2,-4.2,-0.3,0.32,5.6,0.014,15,68,0.99163,2.14,1.49,11.1,-2,7,1,"train","yes"
"7080",7080,NA,7.4,0.27,0.61,67.8,0.0808296960344458,159,193,0.9986,2.46,-0.13,9.2,0,8,1,"test",NA
"7081",7081,6,3.3,-0.63,0.4,40.4327626062541,0.055,41,167,0.99668,2.77,0.4,-0.5,1,9,4,"train","yes"
"7082",7082,3,3.2,0.35,0.98,5,0.427953692281368,48,517,0.9937,2.21,0.71,5.9,0,6,3,"train","yes"
"7083",7083,0,6.5,-0.375,0,1.9,0.065,41,294,0.99507,2.15,1.74,16,-1,7,1,"train","no"
"7084",7084,6,12.1,0.14,0.51,-3.2,-0.433,57,100.197093065046,1.00478,2.91,0.54,10.7,1,7,2,"train","yes"
"7085",7085,5,-4.4,0.62,1.2,59.1,-0.332,-239,112.028066360149,1.01135,3.32,-0.9,14.8,1,8,3,"train","yes"
"7086",7086,NA,-6.8,-0.29,0.16,26.8,0.044,343,-53,1.02795,4.27,1.11,11.2,-1,6,1,"test",NA
